Folder,Model,Custom_metric
29,cb:0.6000000000000001-cf:0.4,0.40746111111111116
29,cb:0.7000000000000001-cf:0.30000000000000004,0.379977777777778
29,cb:0.8-cf:0.2,0.33864444444444497
29,cb:0.9-cf:0.1,0.28606666666666697
29,cb:1.0-cf:0.0,0.20876111111111106
30,cb:0.0-cf:1.0,0.3990055555555558
30,cb:0.1-cf:0.9,0.4005611111111114
30,cb:0.2-cf:0.8,0.39880000000000027
30,cb:0.30000000000000004-cf:0.7000000000000001,0.39997222222222256
30,cb:0.4-cf:0.6000000000000001,0.395916666666667
30,cb:0.5-cf:0.5,0.3944888888888893
30,cb:0.6000000000000001-cf:0.4,0.38570000000000026
30,cb:0.7000000000000001-cf:0.30000000000000004,0.361377777777778
30,cb:0.8-cf:0.2,0.325066666666667
30,cb:0.9-cf:0.1,0.27402222222222244
30,cb:1.0-cf:0.0,0.19409444444444449
31,cb:0.0-cf:1.0,0.4035722222222222
31,cb:0.1-cf:0.9,0.4074333333333333
31,cb:0.2-cf:0.8,0.4032277777777778
31,cb:0.30000000000000004-cf:0.7000000000000001,0.40436666666666665
31,cb:0.4-cf:0.6000000000000001,0.39872777777777774
31,cb:0.5-cf:0.5,0.39894444444444443
31,cb:0.6000000000000001-cf:0.4,0.39083333333333325
31,cb:0.7000000000000001-cf:0.30000000000000004,0.36783333333333335
31,cb:0.8-cf:0.2,0.3300944444444449
31,cb:0.9-cf:0.1,0.28042222222222235
31,cb:1.0-cf:0.0,0.20507777777777778
32,cb:0.0-cf:1.0,0.41145000000000026
32,cb:0.1-cf:0.9,0.4135333333333336
32,cb:0.2-cf:0.8,0.4113111111111115
32,cb:0.30000000000000004-cf:0.7000000000000001,0.4101500000000002
32,cb:0.4-cf:0.6000000000000001,0.4063444444444447
32,cb:0.5-cf:0.5,0.40330000000000027
32,cb:0.6000000000000001-cf:0.4,0.39440000000000025
32,cb:0.7000000000000001-cf:0.30000000000000004,0.37424444444444477
32,cb:0.8-cf:0.2,0.3339444444444447
32,cb:0.9-cf:0.1,0.27729444444444473
32,cb:1.0-cf:0.0,0.20228888888888882
33,cb:0.0-cf:1.0,0.40302777777777815
33,cb:0.1-cf:0.9,0.40488888888888924
33,cb:0.2-cf:0.8,0.4028500000000004
33,cb:0.30000000000000004-cf:0.7000000000000001,0.40512777777777814
33,cb:0.4-cf:0.6000000000000001,0.40169444444444485
33,cb:0.5-cf:0.5,0.39890555555555596
33,cb:0.6000000000000001-cf:0.4,0.38655000000000017
33,cb:0.7000000000000001-cf:0.30000000000000004,0.3557833333333337
33,cb:0.8-cf:0.2,0.32011111111111124
33,cb:0.9-cf:0.1,0.2658055555555556
33,cb:1.0-cf:0.0,0.18906666666666658
34,cb:0.0-cf:1.0,0.39578333333333343
34,cb:0.1-cf:0.9,0.398838888888889
34,cb:0.2-cf:0.8,0.39885555555555574
34,cb:0.30000000000000004-cf:0.7000000000000001,0.40076111111111135
34,cb:0.4-cf:0.6000000000000001,0.3984388888888892
34,cb:0.5-cf:0.5,0.395327777777778
34,cb:0.6000000000000001-cf:0.4,0.38352222222222243
34,cb:0.7000000000000001-cf:0.30000000000000004,0.3597888888888893
34,cb:0.8-cf:0.2,0.3211888888888893
34,cb:0.9-cf:0.1,0.2745500000000001
34,cb:1.0-cf:0.0,0.20239444444444446
35,cb:0.0-cf:1.0,0.39414444444444474
35,cb:0.1-cf:0.9,0.3949777777777781
35,cb:0.2-cf:0.8,0.3929333333333337
35,cb:0.30000000000000004-cf:0.7000000000000001,0.39338333333333364
35,cb:0.4-cf:0.6000000000000001,0.38808888888888926
35,cb:0.5-cf:0.5,0.3855333333333338
35,cb:0.6000000000000001-cf:0.4,0.3741333333333338
35,cb:0.7000000000000001-cf:0.30000000000000004,0.3515333333333338
35,cb:0.8-cf:0.2,0.3172500000000005
35,cb:0.9-cf:0.1,0.27327222222222247
35,cb:1.0-cf:0.0,0.1989277777777777
36,cb:0.0-cf:1.0,0.4061611111111112
36,cb:0.1-cf:0.9,0.4076611111111112
36,cb:0.2-cf:0.8,0.4042055555555556
36,cb:0.30000000000000004-cf:0.7000000000000001,0.4048777777777779
36,cb:0.4-cf:0.6000000000000001,0.40437777777777784
36,cb:0.5-cf:0.5,0.4007222222222224
36,cb:0.6000000000000001-cf:0.4,0.38946111111111137
36,cb:0.7000000000000001-cf:0.30000000000000004,0.36377777777777803
36,cb:0.8-cf:0.2,0.32505000000000045
36,cb:0.9-cf:0.1,0.2725500000000001
36,cb:1.0-cf:0.0,0.19489999999999993
37,cb:0.0-cf:1.0,0.39648333333333363
37,cb:0.1-cf:0.9,0.39703888888888916
37,cb:0.2-cf:0.8,0.395566666666667
37,cb:0.30000000000000004-cf:0.7000000000000001,0.3946000000000003
37,cb:0.4-cf:0.6000000000000001,0.39107222222222254
37,cb:0.5-cf:0.5,0.3836944444444448
37,cb:0.6000000000000001-cf:0.4,0.37439444444444486
37,cb:0.7000000000000001-cf:0.30000000000000004,0.347855555555556
37,cb:0.8-cf:0.2,0.3103944444444447
37,cb:0.9-cf:0.1,0.2620833333333335
37,cb:1.0-cf:0.0,0.18846666666666662
38,cb:0.0-cf:1.0,0.39926666666666694
38,cb:0.1-cf:0.9,0.40179444444444473
38,cb:0.2-cf:0.8,0.40003333333333363
38,cb:0.30000000000000004-cf:0.7000000000000001,0.40162222222222255
38,cb:0.4-cf:0.6000000000000001,0.3968722222222225
38,cb:0.5-cf:0.5,0.395077777777778
38,cb:0.6000000000000001-cf:0.4,0.38703888888888915
38,cb:0.7000000000000001-cf:0.30000000000000004,0.3654500000000002
38,cb:0.8-cf:0.2,0.32881111111111144
38,cb:0.9-cf:0.1,0.2816500000000001
38,cb:1.0-cf:0.0,0.20873333333333327
39,cb:0.0-cf:1.0,0.4090277777777779
39,cb:0.1-cf:0.9,0.412
39,cb:0.2-cf:0.8,0.40965000000000007
39,cb:0.30000000000000004-cf:0.7000000000000001,0.41112222222222217
39,cb:0.4-cf:0.6000000000000001,0.40598333333333336
39,cb:0.5-cf:0.5,0.40105
39,cb:0.6000000000000001-cf:0.4,0.3877722222222224
39,cb:0.7000000000000001-cf:0.30000000000000004,0.36438888888888915
39,cb:0.8-cf:0.2,0.3296611111111115
39,cb:0.9-cf:0.1,0.28033888888888914
39,cb:1.0-cf:0.0,0.19896666666666663
40,cb:0.0-cf:1.0,0.39466666666666683
40,cb:0.1-cf:0.9,0.3986111111111111
40,cb:0.2-cf:0.8,0.39796111111111115
40,cb:0.30000000000000004-cf:0.7000000000000001,0.4009777777777777
40,cb:0.4-cf:0.6000000000000001,0.39832222222222213
40,cb:0.5-cf:0.5,0.3953222222222221
40,cb:0.6000000000000001-cf:0.4,0.3819388888888888
40,cb:0.7000000000000001-cf:0.30000000000000004,0.35925000000000024
40,cb:0.8-cf:0.2,0.3212111111111115
40,cb:0.9-cf:0.1,0.27323333333333355
40,cb:1.0-cf:0.0,0.19726666666666656
41,cb:0.0-cf:1.0,0.39413888888888904
41,cb:0.1-cf:0.9,0.3961666666666669
41,cb:0.2-cf:0.8,0.3943722222222224
41,cb:0.30000000000000004-cf:0.7000000000000001,0.3959833333333335
41,cb:0.4-cf:0.6000000000000001,0.39266111111111135
41,cb:0.5-cf:0.5,0.3893388888888891
41,cb:0.6000000000000001-cf:0.4,0.3783944444444446
41,cb:0.7000000000000001-cf:0.30000000000000004,0.35293333333333354
41,cb:0.8-cf:0.2,0.31375555555555573
41,cb:0.9-cf:0.1,0.26639999999999997
41,cb:1.0-cf:0.0,0.19174444444444444
42,cb:0.0-cf:1.0,0.40568333333333356
42,cb:0.1-cf:0.9,0.40862777777777803
42,cb:0.2-cf:0.8,0.40581111111111146
42,cb:0.30000000000000004-cf:0.7000000000000001,0.40742777777777817
42,cb:0.4-cf:0.6000000000000001,0.4007055555555558
42,cb:0.5-cf:0.5,0.40045555555555584
42,cb:0.6000000000000001-cf:0.4,0.3885000000000003
42,cb:0.7000000000000001-cf:0.30000000000000004,0.3638444444444448
42,cb:0.8-cf:0.2,0.3233000000000003
42,cb:0.9-cf:0.1,0.2721444444444446
42,cb:1.0-cf:0.0,0.19895555555555555
43,cb:0.0-cf:1.0,0.41104444444444455
43,cb:0.1-cf:0.9,0.4135444444444445
43,cb:0.2-cf:0.8,0.4105722222222224
43,cb:0.30000000000000004-cf:0.7000000000000001,0.40975000000000006
43,cb:0.4-cf:0.6000000000000001,0.40536111111111134
43,cb:0.5-cf:0.5,0.39971111111111124
43,cb:0.6000000000000001-cf:0.4,0.3889222222222225
43,cb:0.7000000000000001-cf:0.30000000000000004,0.3611722222222225
43,cb:0.8-cf:0.2,0.3179055555555559
43,cb:0.9-cf:0.1,0.2640388888888891
43,cb:1.0-cf:0.0,0.1878888888888888
44,cb:0.0-cf:1.0,0.40847777777777766
44,cb:0.1-cf:0.9,0.40772777777777763
44,cb:0.2-cf:0.8,0.40582222222222214
44,cb:0.30000000000000004-cf:0.7000000000000001,0.4063944444444444
44,cb:0.4-cf:0.6000000000000001,0.40472777777777774
44,cb:0.5-cf:0.5,0.400661111111111
44,cb:0.6000000000000001-cf:0.4,0.3904
44,cb:0.7000000000000001-cf:0.30000000000000004,0.36319444444444465
44,cb:0.8-cf:0.2,0.32685000000000036
44,cb:0.9-cf:0.1,0.27286666666666687
44,cb:1.0-cf:0.0,0.19843333333333332
45,cb:0.0-cf:1.0,0.395527777777778
45,cb:0.1-cf:0.9,0.3967222222222225
45,cb:0.2-cf:0.8,0.3950555555555558
45,cb:0.30000000000000004-cf:0.7000000000000001,0.3991444444444447
45,cb:0.4-cf:0.6000000000000001,0.39845000000000025
45,cb:0.5-cf:0.5,0.3948500000000003
45,cb:0.6000000000000001-cf:0.4,0.38642222222222244
45,cb:0.7000000000000001-cf:0.30000000000000004,0.3575888888888892
45,cb:0.8-cf:0.2,0.3178666666666671
