user_id,id_session,url_course,course_name,lesson_name,timestamp
45206772.1639484903,1639484904,/en/powerpoint2013/smartart-graphics/1/?lo=,powerpoint2013,smartart-graphics,2021-12-14T12:28:24.551658Z
45207225.1640777178,1640777220,/en/excel2013/filtering-data/1/?lo=,excel2013,filtering-data,2021-12-29T11:27:00.311217Z
45207289.1628649980,1628649982,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-08-11T02:46:22.406573Z
45207417.1634670539,1634670539,/en/excel-tips/use-sumproduct-to-calculate-weighted-averages/1/?lo=,excel-tips,use-sumproduct-to-calculate-weighted-averages,2021-10-19T19:08:59.660822Z
45207738.1629984732,1629984735,/en/googlespreadsheets/working-with-multiple-sheets/1/?lo=,googlespreadsheets,working-with-multiple-sheets,2021-08-26T13:32:15.371783Z
45207912.1632719540,1632719449,/en/grammar/contractions/1/?lo=,grammar,contractions,2021-09-27T05:10:49.764966Z
45208211.1640105363,1640105364,/en/word2010/working-with-shapes/1/?lo=,word2010,working-with-shapes,2021-12-21T16:49:24.070161Z
45208685.1634400251,1634400253,/en/gmail/setting-up-a-gmail-account/1/?lo=,gmail,setting-up-a-gmail-account,2021-10-16T16:04:13.230774Z
4520877.1635537548,1635537547,/en/googledocuments/using-indents-and-tabs/1/?lo=,googledocuments,using-indents-and-tabs,2021-10-29T19:59:07.820577Z
45208863.1631676376,1631676377,/en/powerpoint/indents-and-line-spacing/1/?lo=,powerpoint,indents-and-line-spacing,2021-09-15T03:26:17.452348Z
45209071.1641892190,1641892190,/en/googleslides/all-about-google-drive/1/?lo=,googleslides,all-about-google-drive,2022-01-11T09:36:24.547970Z
45209071.1641892190,1641892190,/en/grammar/contractions/1/?lo=,grammar,contractions,2022-01-11T09:28:40.929416Z
45209071.1641892190,1641892190,/en/grammar/contractions/1/?lo=,grammar,contractions,2022-01-11T09:23:57.005705Z
45209071.1641892190,1641892190,/en/computer-science/algorithms/1/?lo=,computer-science,algorithms,2022-01-11T09:18:14.488400Z
45209071.1641892190,1641892190,/en/basic-computer-skills/how-to-use-your-computers-builtin-help/1/?lo=,basic-computer-skills,how-to-use-your-computers-builtin-help,2022-01-11T09:17:28.883946Z
45209071.1641892190,1641892190,/en/basic-computer-skills/getting-started-with-your-first-computer/1/?lo=,basic-computer-skills,getting-started-with-your-first-computer,2022-01-11T09:17:05.573497Z
45209071.1641892190,1641892190,/en/fractions/introduction-to-fractions/1/?lo=,fractions,introduction-to-fractions,2022-01-11T09:13:20.691127Z
45209071.1641892190,1641892190,/en/additionsubtraction/introduction-to-addition/1/?lo=,additionsubtraction,introduction-to-addition,2022-01-11T09:12:56.543585Z
45209071.1641892190,1641892190,/en/multiplicationdivision/introduction-to-multiplication/1/?lo=,multiplicationdivision,introduction-to-multiplication,2022-01-11T09:12:35.065888Z
45209071.1641892190,1641892190,/en/windows10/windows-10-frequently-asked-questions/1/?lo=,windows10,windows-10-frequently-asked-questions,2022-01-11T09:11:13.070934Z
45209133.1643262169,1643262176,/en/techsavvy/keyboard-shortcuts/1/?lo=,techsavvy,keyboard-shortcuts,2022-01-27T05:42:56.320990Z
45209351.1637994233,1637994234,/en/onedrive/create-and-share-office-documents/1/?lo=,onedrive,create-and-share-office-documents,2021-11-27T06:24:16.965185Z
45209351.1637994233,1637994234,/en/onedrive/getting-started-with-onedrive/1/?lo=,onedrive,getting-started-with-onedrive,2021-11-27T06:23:54.041936Z
45209399.1631307390,1631307389,/en/word2016/page-numbers/1/?lo=,word2016,page-numbers,2021-09-10T20:56:29.923258Z
45209429.1641811853,1641811852,/en/basic-computer-skills/installing-software-on-your-mac/1/?lo=,basic-computer-skills,installing-software-on-your-mac,2022-01-10T10:51:02.801566Z
45209429.1641811853,1641811852,/en/basic-computer-skills/installing-software-on-your-windows-pc/1/?back=https://www.google.com/search?client=safari&as_qdr=all&as_occt=any&safe=active&as_q=how+do+I+install+stuff&channel=aplab&source=a-app1&hl=en&lo=,basic-computer-skills,installing-software-on-your-windows-pc,2022-01-10T10:50:52.850805Z
45209668.1628559526,1628559526,/en/fractions/introduction-to-fractions/1/?lo=,fractions,introduction-to-fractions,2021-08-10T01:38:46.918403Z
45209838.1635799637,1635799636,/en/googledocuments/inserting-text-boxes-and-shapes/1/?lo=,googledocuments,inserting-text-boxes-and-shapes,2021-11-01T20:47:16.251407Z
45209889.1639357728,1639357726,/en/fractions/multiplying-and-dividing-fractions/1/?lo=,fractions,multiplying-and-dividing-fractions,2021-12-13T01:08:46.979648Z
4521008.1628102565,1628102555,/en/excel2016/understanding-number-formats/1/?lo=,excel2016,understanding-number-formats,2021-08-04T18:42:35.716283Z
45210159.1636550175,1636550176,/en/decimals/multiplying-and-dividing-decimals/1/?lo=,decimals,multiplying-and-dividing-decimals,2021-11-10T13:16:16.659367Z
45210237.1637653797,1637653802,/en/tr_id-word-2016/spasi-baris-dan-paragraf/1/?lo=,tr_id-word-2016,spasi-baris-dan-paragraf,2021-11-23T07:50:02.190176Z
45211253.1631803746,1631803746,/en/googlespreadsheets/sorting-and-filtering-data/1/?lo=,googlespreadsheets,sorting-and-filtering-data,2021-09-16T14:49:06.342335Z
4521131.1631884001,1631884002,/en/tr_id-computer-basics/memulai-komputer-anda-pertama-kali/1/?lo=,tr_id-computer-basics,memulai-komputer-anda-pertama-kali,2021-09-17T13:06:42.806033Z
45211524.1639205330,1639205330,/en/grammar/negatives/1/?lo=,grammar,negatives,2021-12-11T06:48:50.179213Z
45212424.1629582648,1629582647,/en/powerpoint2013/managing-slides/1/?lo=,powerpoint2013,managing-slides,2021-08-21T21:50:47.952982Z
452127.1634158920,1634158919,/en/googledocuments/inserting-images/1/?lo=,googledocuments,inserting-images,2021-10-13T21:01:59.588307Z
45212913.1637255303,1637255303,/en/access2016/working-with-tables/1/?lo=,access2016,working-with-tables,2021-11-18T17:08:23.509997Z
45213058.1625854441,1625854441,/en/resumewriting/contact-information/1/?lo=,resumewriting,contact-information,2021-07-09T18:14:01.995717Z
4521319.1630374935,1630374935,/en/tr_id-windows-basics/mencari-berkasberkas-di-komputer-anda/1/?lo=,tr_id-windows-basics,mencari-berkasberkas-di-komputer-anda,2021-08-31T01:55:35.961180Z
45213251.1634894660,1634894660,/en/internetbasics/what-is-the-internet/1/?lo=,internetbasics,what-is-the-internet,2021-10-22T09:24:20.466655Z
45213272.1629235436,1629235436,/en/grammar/negatives/1/?lo=,grammar,negatives,2021-08-17T21:23:56.792454Z
45213485.1632465645,1632465645,/en/gmail/setting-up-a-gmail-account/1/?lo=,gmail,setting-up-a-gmail-account,2021-09-24T06:40:45.906622Z
4521371.1632248841,1632248844,/en/googleslides/editing-master-slides-and-layouts/1/?lo=,googleslides,editing-master-slides-and-layouts,2021-09-21T18:27:24.238672Z
45213959.1631359510,1631359511,/en/grammar/capitalization/1/?lo=,grammar,capitalization,2021-09-11T11:25:39.739526Z
45213959.1631359510,1631359511,/en/grammar/adjectives-and-adverbs/1/?lo=,grammar,adjectives-and-adverbs,2021-09-11T11:25:13.540084Z
45213959.1631359510,1631359511,/en/grammar/adjectives-and-adverbs/1/?lo=,grammar,adjectives-and-adverbs,2021-09-11T11:25:11.113114Z
45213965.1625695742,1625695741,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-07-07T22:09:01.966993Z
45214171.1638982195,1638982195,/en/powerpoint-tips/jump-to-a-specific-slide/1/?lo=,powerpoint-tips,jump-to-a-specific-slide,2021-12-08T16:49:55.087444Z
45214261.1638705324,1638705323,/en/googleaccount/locked-out-of-your-google-account/1/?lo=,googleaccount,locked-out-of-your-google-account,2021-12-05T11:55:23.659153Z
45214371.1631110293,1631110293,/en/thenow/what-is-trolling/1/?lo=,thenow,what-is-trolling,2021-09-08T14:11:33.377832Z
45214396.1633252372,1633252372,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-10-03T09:12:52.627610Z
45214480.1640690318,1640690318,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-12-28T11:18:38.376959Z
45215022.1637053317,1637053317,/en/word2016/checking-spelling-and-grammar/1/?lo=,word2016,checking-spelling-and-grammar,2021-11-16T09:03:21.897630Z
45215022.1637053317,1637053317,/en/word2016/checking-spelling-and-grammar/1/?lo=,word2016,checking-spelling-and-grammar,2021-11-16T09:01:57.601407Z
45215128.1620698659,1627722443,/en/word2016/getting-started-with-word/1/?lo=,word2016,getting-started-with-word,2021-07-31T09:07:23.153686Z
45215128.1620698659,1624978824,/en/word2016/understanding-onedrive/1/?lo=,word2016,understanding-onedrive,2021-06-29T15:00:24.682404Z
45215128.1620698659,1624280737,/en/word2016/understanding-onedrive/1/?lo=,word2016,understanding-onedrive,2021-06-21T13:05:37.267366Z
45215128.1620698659,1623362690,/en/access2016/access-quiz/1/?lo=,access2016,access-quiz,2021-06-10T22:08:27.156032Z
45215128.1620698659,1623362690,/en/outlook2010/getting-to-know-outlook-2010/1/?lo=,outlook2010,getting-to-know-outlook-2010,2021-06-10T22:04:50.827892Z
45215128.1620698659,1623350730,/en/outlook2010/getting-to-know-outlook-2010/1/?lo=,outlook2010,getting-to-know-outlook-2010,2021-06-10T19:00:27.359537Z
45215128.1620698659,1623350730,/en/outlook2010/sending-and-receiving-email/1/?lo=,outlook2010,sending-and-receiving-email,2021-06-10T18:59:03.573701Z
45215128.1620698659,1623350730,/en/windowsbasics/keyboard-shortcuts-in-windows/1/?lo=,windowsbasics,keyboard-shortcuts-in-windows,2021-06-10T18:57:34.250483Z
45215128.1620698659,1623350730,/en/windowsbasics/keyboard-shortcuts-in-windows/1/?lo=,windowsbasics,keyboard-shortcuts-in-windows,2021-06-10T18:56:25.695355Z
